movie_id,title,production_year,votes,vote_mean,vote_sd,theat_gross_dollars,theat_last_date,role,count,count_male,mean_male,wmean_male,mean_age,wmean_age,count_female,status,bechdel_id,imdbid,year,bechdel_title,bechdel_test
362,'71,2014,33341,6.41,2.167,1268760,2015-05-03,actsin,13,11,0.846153846153846,0.993659086310733,35.8461538461538,28.1113508894176,2,mixed,5159,2614684,2014,'71,0
362,'71,2014,33341,6.41,2.167,1268760,2015-05-03,director,1,1,1,1,37,37,0,all male,5159,2614684,2014,'71,0
623,"'night, Mother",1986,1682,7.23,2.627,441863,2016-08-02,actsin,5,1,0.2,0.123178418232829,43.4,43.1740396864977,4,mixed,3155,0090556,1986,"'night, Mother",3
623,"'night, Mother",1986,1682,7.23,2.627,441863,2016-08-02,writer,2,0,0,0,39,39,2,all female,3155,0090556,1986,"'night, Mother",3
845,(500) Days of Summer,2009,369188,7.04,2.389,32391374,2009-11-22,actsin,40,22,0.55,0.560742991884737,35.525,30.3991532046133,18,mixed,434,1022603,2009,(500) Days of Summer,1
845,(500) Days of Summer,2009,369188,7.04,2.389,32391374,2009-11-22,director,1,1,1,1,35,35,0,all male,434,1022603,2009,(500) Days of Summer,1
845,(500) Days of Summer,2009,369188,7.04,2.389,32391374,2009-11-22,writer,1,1,1,1,32,32,0,all male,434,1022603,2009,(500) Days of Summer,1
2013,10 Things I Hate About You,1999,217333,6.88,2.386,38176108,1999-08-29,actsin,31,19,0.612903225806452,0.605846330295259,27.8709677419355,22.3366402380887,12,mixed,374,0147800,1999,10 Things I Hate About You,3
2013,10 Things I Hate About You,1999,217333,6.88,2.386,38176108,1999-08-29,director,1,1,1,1,45,45,0,all male,374,0147800,1999,10 Things I Hate About You,3
2013,10 Things I Hate About You,1999,217333,6.88,2.386,38176108,1999-08-29,writer,1,0,0,0,29,29,1,all female,374,0147800,1999,10 Things I Hate About You,3
2042,"10,000 BC",2008,107576,5.5,2.267,94784201,2008-06-19,actsin,10,8,0.8,0.715958970356281,43.3,32.4175055339856,2,mixed,6825,0443649,2008,"10,000 BC",1
2042,"10,000 BC",2008,107576,5.5,2.267,94784201,2008-06-19,director,1,1,1,1,53,53,0,all male,6825,0443649,2008,"10,000 BC",1
2042,"10,000 BC",2008,107576,5.5,2.267,94784201,2008-06-19,writer,2,2,1,1,52.5,53,0,all male,6825,0443649,2008,"10,000 BC",1
2365,101 Dalmatians,1996,72278,5.5,2.062,136189294,2016-08-02,actsin,18,13,0.722222222222222,0.501897804566654,52.2222222222222,45.6357517293456,5,mixed,1172,0115433,1996,101 Dalmatians,3
2365,101 Dalmatians,1996,72278,5.5,2.062,136189294,2016-08-02,director,1,1,1,1,38,38,0,all male,1172,0115433,1996,101 Dalmatians,3
2365,101 Dalmatians,1996,72278,5.5,2.062,136189294,2016-08-02,writer,2,1,0.5,0.442493334024442,73,76.1053599626801,1,mixed,1172,0115433,1996,101 Dalmatians,3
2393,102 Dalmatians,2000,25917,5.05,2.202,66957026,2016-08-02,actsin,23,16,0.695652173913043,0.633573473882723,44.4782608695652,45.0927841585737,7,mixed,6002,0211181,2000,102 Dalmatians,3
2393,102 Dalmatians,2000,25917,5.05,2.202,66957026,2016-08-02,director,1,1,1,1,38,38,0,all male,6002,0211181,2000,102 Dalmatians,3
2393,102 Dalmatians,2000,25917,5.05,2.202,66957026,2016-08-02,writer,1,0,0,0,100,100,1,all female,6002,0211181,2000,102 Dalmatians,3
2799,12 Years a Slave,2013,424688,7.21,2.449,56671993,2016-08-02,actsin,28,23,0.821428571428571,0.875813907438097,40.5357142857143,36.29426093746,5,mixed,5033,2024544,2013,12 Years a Slave,3
2799,12 Years a Slave,2013,424688,7.21,2.449,56671993,2016-08-02,director,1,1,1,1,44,44,0,all male,5033,2024544,2013,12 Years a Slave,3
2799,12 Years a Slave,2013,424688,7.21,2.449,56671993,2016-08-02,writer,1,1,1,1,48,48,0,all male,5033,2024544,2013,12 Years a Slave,3
2872,127 Hours,2010,273854,7.04,2.389,18335230,2016-08-02,actsin,14,7,0.5,0.455529867152399,32.8571428571429,33.0675748284775,7,mixed,1758,1542344,2010,127 Hours,3
2872,127 Hours,2010,273854,7.04,2.389,18335230,2016-08-02,director,1,1,1,1,54,54,0,all male,1758,1542344,2010,127 Hours,3
2872,127 Hours,2010,273854,7.04,2.389,18335230,2016-08-02,writer,3,3,1,1,44,45.5926266535356,0,all male,1758,1542344,2010,127 Hours,3
2962,13 Going on 30,2004,119683,6.05,2.121,57231747,2016-08-02,actsin,47,22,0.468085106382979,0.398644964631724,26.7659574468085,34.8487676047168,25,mixed,3656,0337563,2004,13 Going on 30,3
2962,13 Going on 30,2004,119683,6.05,2.121,57231747,2016-08-02,director,1,1,1,1,43,43,0,all male,3656,0337563,2004,13 Going on 30,3
2962,13 Going on 30,2004,119683,6.05,2.121,57231747,2016-08-02,writer,2,1,0.5,1,33.5,34,1,mixed,3656,0337563,2004,13 Going on 30,3
3180,1408,2007,206451,6.17,2.315,71985628,2016-08-02,actsin,23,18,0.782608695652174,0.905553795321911,40.1739130434783,39.2460753524764,5,mixed,3206,0450385,2007,1408,3
3180,1408,2007,206451,6.17,2.315,71985628,2016-08-02,director,1,1,1,1,47,47,0,all male,3206,0450385,2007,1408,3
3180,1408,2007,206451,6.17,2.315,71985628,2016-08-02,writer,3,3,1,1,50,59.9999999981374,0,all male,3206,0450385,2007,1408,3
3484,17 Again,2009,144283,6.05,2.121,64167069,2009-08-06,actsin,56,34,0.607142857142857,0.664470919129765,31.2857142857143,29.3898528572083,22,mixed,315,0974661,2009,17 Again,3
3484,17 Again,2009,144283,6.05,2.121,64167069,2009-08-06,director,1,1,1,1,44,44,0,all male,315,0974661,2009,17 Again,3
3557,1776,1972,6179,7.15,2.744,6104000,2016-08-02,actsin,36,34,0.944444444444444,0.96349783411754,45.3055555555556,45.3410856484159,2,mixed,2986,0068156,1972,1776,1
3557,1776,1972,6179,7.15,2.744,6104000,2016-08-02,director,1,1,1,1,34,34,0,all male,2986,0068156,1972,1776,1
3557,1776,1972,6179,7.15,2.744,6104000,2016-08-02,writer,2,2,1,1,42,42,0,all male,2986,0068156,1972,1776,1
4186,2 Days in New York,2012,11803,6.05,2.121,632824,2012-11-11,actsin,15,9,0.6,0.553367415326829,47.6,49.2312683868502,6,mixed,4101,1602472,2012,2 Days in New York,3
4186,2 Days in New York,2012,11803,6.05,2.121,632824,2012-11-11,director,1,0,0,0,43,43,1,all female,4101,1602472,2012,2 Days in New York,3
4186,2 Days in New York,2012,11803,6.05,2.121,632824,2012-11-11,writer,2,0,0,0,40,42.9999999994456,2,all female,4101,1602472,2012,2 Days in New York,3
4187,2 Days in Paris,2007,26571,6.41,2.167,4432981,2007-12-02,actsin,12,7,0.583333333333333,0.601304240395474,39.25,41.7472744635113,5,mixed,5291,0841044,2007,2 Days in Paris,3
4187,2 Days in Paris,2007,26571,6.41,2.167,4432981,2007-12-02,director,1,0,0,0,38,38,1,all female,5291,0841044,2007,2 Days in Paris,3
4187,2 Days in Paris,2007,26571,6.41,2.167,4432981,2007-12-02,writer,1,0,0,0,38,38,1,all female,5291,0841044,2007,2 Days in Paris,3
4206,2 Fast 2 Furious,2003,187441,5.72,2.206,127154901,2003-09-28,actsin,18,16,0.888888888888889,0.809984893529077,35.4444444444444,29.4941697167783,2,mixed,4820,0322259,2003,2 Fast 2 Furious,1
4206,2 Fast 2 Furious,2003,187441,5.72,2.206,127154901,2003-09-28,director,1,1,1,1,35,35,0,all male,4820,0322259,2003,2 Fast 2 Furious,1
4206,2 Fast 2 Furious,2003,187441,5.72,2.206,127154901,2003-09-28,writer,6,6,1,1,37.3333333333333,38.7133905324462,0,all male,4820,0322259,2003,2 Fast 2 Furious,1
4236,2 Guns,2013,153889,6.23,2.109,75612460,2016-08-02,actsin,21,18,0.857142857142857,0.846923991394266,43.5238095238095,51.3624932505633,3,mixed,4450,1272878,2013,2 Guns,1
4236,2 Guns,2013,153889,6.23,2.109,75612460,2016-08-02,director,1,1,1,1,47,47,0,all male,4450,1272878,2013,2 Guns,1
4481,20 centímetros,2005,1471,6.86,2.492,4810,2006-11-05,actsin,14,6,0.428571428571429,0.324089844019354,39.5,36.4239796809795,8,mixed,4648,0421528,2005,20 centimetros,3
4481,20 centímetros,2005,1471,6.86,2.492,4810,2006-11-05,director,1,1,1,1,32,32,0,all male,4648,0421528,2005,20 centimetros,3
4481,20 centímetros,2005,1471,6.86,2.492,4810,2006-11-05,writer,1,1,1,1,32,32,0,all male,4648,0421528,2005,20 centimetros,3
4609,200 Cigarettes,1999,12915,5.95,2.202,6851636,1999-05-09,actsin,23,12,0.521739130434783,0.869168864036331,29.9565217391304,29.6646334341704,11,mixed,6798,0137338,1999,200 Cigarettes,3
4609,200 Cigarettes,1999,12915,5.95,2.202,6851636,1999-05-09,director,1,0,0,0,43,43,1,all female,6798,0137338,1999,200 Cigarettes,3
4650,2001: A Space Odyssey,1968,416969,7.54,2.661,56954992,2016-08-02,actsin,26,20,0.769230769230769,0.922731087830996,34.6923076923077,37.3265672872205,6,mixed,919,0062622,1968,2001: A Space Odyssey,0
4650,2001: A Space Odyssey,1968,416969,7.54,2.661,56954992,2016-08-02,director,1,1,1,1,40,40,0,all male,919,0062622,1968,2001: A Space Odyssey,0
4650,2001: A Space Odyssey,1968,416969,7.54,2.661,56954992,2016-08-02,writer,3,3,1,1,47.3333333333333,40.0000000020328,0,all male,919,0062622,1968,2001: A Space Odyssey,0
4695,2010,1984,40713,6.25,2.211,40200000,2016-08-02,actsin,23,16,0.695652173913043,0.780383875776814,43.4782608695652,43.2124360899956,7,mixed,4623,0086837,1984,2010,1
4695,2010,1984,40713,6.25,2.211,40200000,2016-08-02,director,1,1,1,1,41,41,0,all male,4623,0086837,1984,2010,1
4695,2010,1984,40713,6.25,2.211,40200000,2016-08-02,writer,2,2,1,1,54,55.4951733153645,0,all male,4623,0086837,1984,2010,1
4711,2012,2009,277484,5.95,2.202,166112167,2010-02-21,actsin,73,56,0.767123287671233,0.680371181877218,41.027397260274,39.8981920546805,17,mixed,1695,1190080,2009,2012,1
4711,2012,2009,277484,5.95,2.202,166112167,2010-02-21,director,1,1,1,1,54,54,0,all male,1695,1190080,2009,2012,1
4711,2012,2009,277484,5.95,2.202,166112167,2010-02-21,writer,2,2,1,1,53.5,54,0,all male,1695,1190080,2009,2012,1
4876,21 & Over,2013,59322,5.72,2.206,25682380,2016-08-02,actsin,18,12,0.666666666666667,0.841856648864036,31,31.0507884570551,6,mixed,4194,1711425,2013,21 & Over,1
4880,21,2008,189210,6.23,2.109,81159365,2016-08-02,actsin,44,32,0.727272727272727,0.809271529902983,37.1136363636364,36.8913486479481,12,mixed,47,0478087,2008,21,3
4880,21,2008,189210,6.23,2.109,81159365,2016-08-02,director,1,1,1,1,35,35,0,all male,47,0478087,2008,21,3
4880,21,2008,189210,6.23,2.109,81159365,2016-08-02,writer,1,1,1,1,39,39,0,all male,47,0478087,2008,21,3
4911,21 Grams,2003,187139,7.04,2.389,16248701,2004-03-21,actsin,29,18,0.620689655172414,0.592449127023981,34.1379310344828,34.7739240763113,11,mixed,4845,0315733,2003,21 grams,3
4911,21 Grams,2003,187139,7.04,2.389,16248701,2004-03-21,director,1,1,1,1,40,40,0,all male,4845,0315733,2003,21 grams,3
4911,21 Grams,2003,187139,7.04,2.389,16248701,2004-03-21,writer,1,1,1,1,45,45,0,all male,4845,0315733,2003,21 grams,3
4916,21 Jump Street,2012,399639,6.88,2.386,138447667,2012-07-01,actsin,26,17,0.653846153846154,0.796956671684756,33.3461538461538,31.8168307080695,9,mixed,3380,1232829,2012,21 Jump Street,2
4916,21 Jump Street,2012,399639,6.88,2.386,138447667,2012-07-01,director,2,2,1,1,37,37,0,all male,3380,1232829,2012,21 Jump Street,2
4916,21 Jump Street,2012,399639,6.88,2.386,138447667,2012-07-01,writer,4,4,1,1,44.5,39,0,all male,3380,1232829,2012,21 Jump Street,2
5003,22 Jump Street,2014,249343,6.59,2.289,191719337,2016-08-02,actsin,39,29,0.743589743589744,0.873669746405019,36.5384615384615,37.2686780250099,10,mixed,5663,2294449,2014,22 Jump St,2
5003,22 Jump Street,2014,249343,6.59,2.289,191719337,2016-08-02,director,2,2,1,1,39,39,0,all male,5663,2294449,2014,22 Jump St,2
5003,22 Jump Street,2014,249343,6.59,2.289,191719337,2016-08-02,writer,4,4,1,1,46.5,41,0,all male,5663,2294449,2014,22 Jump St,2
5184,24 Hour Party People,2002,26640,6.59,2.289,1130379,2002-10-13,actsin,49,40,0.816326530612245,0.910099017398447,37.7959183673469,33.6657169650658,9,mixed,2450,0274309,2002,24 Hour Party People,1
5184,24 Hour Party People,2002,26640,6.59,2.289,1130379,2002-10-13,director,1,1,1,1,41,41,0,all male,2450,0274309,2002,24 Hour Party People,1
5184,24 Hour Party People,2002,26640,6.59,2.289,1130379,2002-10-13,writer,1,1,1,1,41,41,0,all male,2450,0274309,2002,24 Hour Party People,1
5399,25th Hour,2002,148042,7.04,2.389,13060843,2003-04-06,actsin,36,26,0.722222222222222,0.811332557683953,32.8055555555556,34.4470035601348,10,mixed,5080,0307901,2002,25th Hour,2
5399,25th Hour,2002,148042,7.04,2.389,13060843,2003-04-06,director,1,1,1,1,45,45,0,all male,5080,0307901,2002,25th Hour,2
5399,25th Hour,2002,148042,7.04,2.389,13060843,2003-04-06,writer,2,2,1,1,32,32,0,all male,5080,0307901,2002,25th Hour,2
5453,27 Dresses,2008,121755,6.05,2.121,76808654,2008-05-29,actsin,41,23,0.560975609756098,0.39452366534694,34.219512195122,35.2603458559341,18,mixed,212,0988595,2008,27 Dresses,3
5453,27 Dresses,2008,121755,6.05,2.121,76808654,2008-05-29,director,1,0,0,0,42,42,1,all female,212,0988595,2008,27 Dresses,3
5453,27 Dresses,2008,121755,6.05,2.121,76808654,2008-05-29,writer,1,0,0,0,41,41,1,all female,212,0988595,2008,27 Dresses,3
5489,28 Days,2000,34088,6.05,2.121,37035515,2000-08-06,actsin,32,15,0.46875,0.498498858817912,40.96875,37.2008017364922,17,mixed,954,0191754,2000,28 Days,3
5489,28 Days,2000,34088,6.05,2.121,37035515,2000-08-06,director,1,0,0,0,52,52,1,all female,954,0191754,2000,28 Days,3
5489,28 Days,2000,34088,6.05,2.121,37035515,2000-08-06,writer,1,0,0,0,37,37,1,all female,954,0191754,2000,28 Days,3
5490,28 Days Later...,2002,291384,7.04,2.389,45064915,2016-08-02,actsin,16,13,0.8125,0.634921049853686,29.75,31.0180507598051,3,mixed,646,0289043,2002,28 Days Later...,3
5490,28 Days Later...,2002,291384,7.04,2.389,45064915,2016-08-02,director,1,1,1,1,46,46,0,all male,646,0289043,2002,28 Days Later...,3
5490,28 Days Later...,2002,291384,7.04,2.389,45064915,2016-08-02,writer,1,1,1,1,32,32,0,all male,646,0289043,2002,28 Days Later...,3
5513,28 Weeks Later,2007,208541,6.41,2.167,28638916,2016-08-02,actsin,23,16,0.695652173913043,0.633887826643906,34.0869565217391,37.0560663961057,7,mixed,2131,0463854,2007,28 Weeks Later,3
5513,28 Weeks Later,2007,208541,6.41,2.167,28638916,2016-08-02,director,1,1,1,1,40,40,0,all male,2131,0463854,2007,28 Weeks Later,3
5513,28 Weeks Later,2007,208541,6.41,2.167,28638916,2016-08-02,writer,2,2,1,1,37.5,35,0,all male,2131,0463854,2007,28 Weeks Later,3
5796,3 Days to Kill,2014,67782,6.05,2.121,30697999,2014-05-15,actsin,13,9,0.692307692307692,0.518875290469794,46.0769230769231,41.8610134587119,4,mixed,5192,2172934,2014,3 Days to Kill,3
5796,3 Days to Kill,2014,67782,6.05,2.121,30697999,2014-05-15,director,1,1,1,1,46,46,0,all male,5192,2172934,2014,3 Days to Kill,3
5796,3 Days to Kill,2014,67782,6.05,2.121,30697999,2014-05-15,writer,2,2,1,1,55,55,0,all male,5192,2172934,2014,3 Days to Kill,3
5868,3 Idiots,2009,199139,7.79,2.738,6532908,2010-03-07,actsin,6,5,0.833333333333333,0.84970145143976,46.5,38.6974026894039,1,mixed,3066,1187043,2009,3 Idiots,1
5868,3 Idiots,2009,199139,7.79,2.738,6532908,2010-03-07,director,1,1,1,1,47,47,0,all male,3066,1187043,2009,3 Idiots,1
5868,3 Idiots,2009,199139,7.79,2.738,6532908,2010-03-07,writer,1,1,1,1,47,47,0,all male,3066,1187043,2009,3 Idiots,1
6213,30 Days of Night,2007,136132,6.05,2.121,39568996,2007-11-24,actsin,17,15,0.882352941176471,0.75626515933192,37.6470588235294,34.1453901821757,2,mixed,2130,0389722,2007,30 Days of Night,2
6213,30 Days of Night,2007,136132,6.05,2.121,39568996,2007-11-24,director,1,1,1,1,38,38,0,all male,2130,0389722,2007,30 Days of Night,2
6213,30 Days of Night,2007,136132,6.05,2.121,39568996,2007-11-24,writer,2,2,1,1,42,42,0,all male,2130,0389722,2007,30 Days of Night,2
6261,30 Minutes or Less,2011,76858,6.05,2.121,37053924,2011-09-25,actsin,10,7,0.7,0.835317724966074,37.2,33.775709217494,3,mixed,2618,1622547,2011,30 Minutes or Less,1
6336,300,2006,597715,7.23,2.627,210614939,2012-07-23,actsin,27,22,0.814814814814815,0.815495240862466,39.8518518518519,36.6427675649137,5,mixed,1271,0416449,2006,300,0
6336,300,2006,597715,7.23,2.627,210614939,2012-07-23,director,1,1,1,1,40,40,0,all male,1271,0416449,2006,300,0
6336,300,2006,597715,7.23,2.627,210614939,2012-07-23,writer,2,2,1,1,44.5,43.98244000622,0,all male,1271,0416449,2006,300,0
6380,300: Rise of an Empire,2014,220140,6.05,2.121,106580051,2016-08-02,actsin,29,25,0.862068965517241,0.676747006276512,38.6206896551724,38.3289195770203,4,mixed,5256,1253863,2014,300: Rise of an Empire,1
6380,300: Rise of an Empire,2014,220140,6.05,2.121,106580051,2016-08-02,director,1,1,1,1,53,53,0,all male,5256,1253863,2014,300: Rise of an Empire,1
6380,300: Rise of an Empire,2014,220140,6.05,2.121,106580051,2016-08-02,writer,2,2,1,1,52.5,51.98244000622,0,all male,5256,1253863,2014,300: Rise of an Empire,1
6764,3:10 to Yuma,2007,234644,7.04,2.389,53606916,2016-08-02,actsin,21,18,0.857142857142857,0.912547965992367,34.9523809523809,35.1502850326909,3,mixed,843,0381849,2007,3:10 to Yuma,0
6764,3:10 to Yuma,2007,234644,7.04,2.389,53606916,2016-08-02,director,1,1,1,1,44,44,0,all male,843,0381849,2007,3:10 to Yuma,0
6764,3:10 to Yuma,2007,234644,7.04,2.389,53606916,2016-08-02,writer,3,3,1,1,52.6666666666667,81.9999999949941,0,all male,843,0381849,2007,3:10 to Yuma,0
7255,42,2013,65407,7.04,2.389,95001343,2013-07-21,actsin,42,40,0.952380952380952,0.99999209438468,43.4761904761905,46.5276108778851,2,mixed,4054,0453562,2013,42,2
7255,42,2013,65407,7.04,2.389,95001343,2013-07-21,director,1,1,1,1,52,52,0,all male,4054,0453562,2013,42,2
7255,42,2013,65407,7.04,2.389,95001343,2013-07-21,writer,1,1,1,1,52,52,0,all male,4054,0453562,2013,42,2
7395,47 Ronin,2013,114681,6.05,2.121,38362475,2016-08-02,actsin,20,17,0.85,0.824586506588484,46,46.1058809134694,3,mixed,4989,1335975,2013,47 Ronin,2
7395,47 Ronin,2013,114681,6.05,2.121,38362475,2016-08-02,writer,1,1,1,1,47,47,0,all male,4989,1335975,2013,47 Ronin,2
7436,48 Hrs.,1982,51982,6.23,2.109,78868508,2016-08-02,actsin,41,30,0.731707317073171,0.794909189113982,32.6829268292683,32.6709321607311,11,mixed,5355,0083511,1982,48 Hrs.,2
7436,48 Hrs.,1982,51982,6.23,2.109,78868508,2016-08-02,director,1,1,1,1,40,40,0,all male,5355,0083511,1982,48 Hrs.,2
7436,48 Hrs.,1982,51982,6.23,2.109,78868508,2016-08-02,writer,3,3,1,1,37.3333333333333,37.0000000002772,0,all male,5355,0083511,1982,48 Hrs.,2
7874,50 First Dates,2004,261634,6.17,2.315,120908074,2016-08-02,actsin,30,16,0.533333333333333,0.721228766265235,36.1333333333333,38.8125292882151,14,mixed,1205,0343660,2004,50 First Dates,2
7874,50 First Dates,2004,261634,6.17,2.315,120908074,2016-08-02,director,1,1,1,1,42,42,0,all male,1205,0343660,2004,50 First Dates,2
7949,50/50,2011,266211,7.04,2.389,35014192,2011-12-29,actsin,27,14,0.518518518518518,0.611072416266762,39.1851851851852,38.2165594564247,13,mixed,2819,1306980,2011,50/50,2
8080,54,1998,27414,5.72,2.206,16574731,1998-09-27,actsin,66,35,0.53030303030303,0.477455243999706,36.0454545454545,32.0467613247248,31,mixed,1040,0120577,1998,54,1
8080,54,1998,27414,5.72,2.206,16574731,1998-09-27,director,1,1,1,1,35,35,0,all male,1040,0120577,1998,54,1
8080,54,1998,27414,5.72,2.206,16574731,1998-09-27,writer,1,1,1,1,35,35,0,all male,1040,0120577,1998,54,1
9192,8 femmes,2002,23446,6.59,2.289,3076425,2002-12-15,actsin,8,0,0,0,48.625,55.8489181010546,8,all female,363,0283832,2002,8 femmes,3
9192,8 femmes,2002,23446,6.59,2.289,3076425,2002-12-15,director,1,1,1,1,35,35,0,all male,363,0283832,2002,8 femmes,3
9192,8 femmes,2002,23446,6.59,2.289,3076425,2002-12-15,writer,3,2,0.666666666666667,0.666666666666667,47,47,1,mixed,363,0283832,2002,8 femmes,3
9223,8 Mile,2002,182564,6.71,2.3,116724075,2003-03-09,actsin,28,19,0.678571428571429,0.63420044826344,32.8571428571429,31.1919777999275,9,mixed,2545,0298203,2002,8 Mile,1
9223,8 Mile,2002,182564,6.71,2.3,116724075,2003-03-09,director,1,1,1,1,57,57,0,all male,2545,0298203,2002,8 Mile,1
9410,84 Charing Cross Road,1987,5742,6.88,2.386,1083486,2016-08-02,actsin,28,18,0.642857142857143,0.411690067579491,46.5357142857143,50.7279414658449,10,mixed,1902,0090570,1987,84 Charing Cross Road,3
9410,84 Charing Cross Road,1987,5742,6.88,2.386,1083486,2016-08-02,director,1,1,1,1,53,53,0,all male,1902,0090570,1987,84 Charing Cross Road,3
9410,84 Charing Cross Road,1987,5742,6.88,2.386,1083486,2016-08-02,writer,2,1,0.5,0.442493334024442,65.5,66.1325733257311,1,mixed,1902,0090570,1987,84 Charing Cross Road,3
9457,88 Minutes,2007,64996,6.05,2.121,16930884,2008-05-18,actsin,23,15,0.652173913043478,0.474201916087345,36,42.0346623645568,8,mixed,30,0411061,2007,88 Minutes,1
9457,88 Minutes,2007,64996,6.05,2.121,16930884,2008-05-18,director,1,1,1,1,58,58,0,all male,30,0411061,2007,88 Minutes,1
9457,88 Minutes,2007,64996,6.05,2.121,16930884,2008-05-18,writer,1,1,1,1,48,48,0,all male,30,0411061,2007,88 Minutes,1
9514,8MM,1999,103571,6.05,2.121,36663315,2016-08-02,actsin,28,19,0.678571428571429,0.878166354762726,41.1428571428571,39.5698717800115,9,mixed,146,0134273,1999,8MM,1
9514,8MM,1999,103571,6.05,2.121,36663315,2016-08-02,director,1,1,1,1,60,60,0,all male,146,0134273,1999,8MM,1
9514,8MM,1999,103571,6.05,2.121,36663315,2016-08-02,writer,1,1,1,1,35,35,0,all male,146,0134273,1999,8MM,1
9528,9,2009,109403,6.63,2.195,31743332,2009-11-29,actsin,8,7,0.875,0.898928388129956,55.375,61.1402716512356,1,mixed,494,0472033,2009,9,0
9624,9 Songs,2004,17518,5.5,2.267,49835,2005-07-31,actsin,16,15,0.9375,0.850066976382924,34.5625,32.7675150341837,1,mixed,6748,0411705,2004,9 Songs,0
9624,9 Songs,2004,17518,5.5,2.267,49835,2005-07-31,director,1,1,1,1,43,43,0,all male,6748,0411705,2004,9 Songs,0
9624,9 Songs,2004,17518,5.5,2.267,49835,2005-07-31,writer,1,1,1,1,43,43,0,all male,6748,0411705,2004,9 Songs,0
10414,A Beautiful Mind,2001,594894,7.21,2.449,170742341,2016-08-02,actsin,52,41,0.788461538461538,0.837070449985991,35.4807692307692,41.5112394568614,11,mixed,178,0268978,2001,A Beautiful Mind,1
10414,A Beautiful Mind,2001,594894,7.21,2.449,170742341,2016-08-02,director,1,1,1,1,47,47,0,all male,178,0268978,2001,A Beautiful Mind,1
10414,A Beautiful Mind,2001,594894,7.21,2.449,170742341,2016-08-02,writer,2,1,0.5,0.557506665975558,46.5,45.6374000103666,1,mixed,178,0268978,2001,A Beautiful Mind,1
11093,A Bridge Too Far,1977,39571,6.73,2.14,50800000,2016-08-02,actsin,95,89,0.936842105263158,0.823975242567733,46.9368421052632,43.3554659090652,6,mixed,2983,0075784,1977,A Bridge Too Far,1
11093,A Bridge Too Far,1977,39571,6.73,2.14,50800000,2016-08-02,director,1,1,1,1,54,54,0,all male,2983,0075784,1977,A Bridge Too Far,1
11093,A Bridge Too Far,1977,39571,6.73,2.14,50800000,2016-08-02,writer,2,2,1,1,51.5,52.1325733257311,0,all male,2983,0075784,1977,A Bridge Too Far,1
11254,A Bug's Life,1998,206903,6.41,2.167,162798565,2016-08-02,actsin,53,37,0.69811320754717,0.645943305883453,37.2641509433962,40.5885646161539,16,mixed,2198,0120623,1998,A Bug's Life,3
11254,A Bug's Life,1998,206903,6.41,2.167,162798565,2016-08-02,director,2,2,1,1,37,37,0,all male,2198,0120623,1998,A Bug's Life,3
11254,A Bug's Life,1998,206903,6.41,2.167,162798565,2016-08-02,writer,4,4,1,1,36.25,37.4600533278045,0,all male,2198,0120623,1998,A Bug's Life,3
12027,A Chorus Line,1985,7375,5.95,2.202,14202899,2016-08-02,actsin,40,23,0.575,0.555063531143889,30.725,27.1749706954792,17,mixed,3719,0088915,1985,A Chorus Line,3
12027,A Chorus Line,1985,7375,5.95,2.202,14202899,2016-08-02,director,1,1,1,1,62,62,0,all male,3719,0088915,1985,A Chorus Line,3
12027,A Chorus Line,1985,7375,5.95,2.202,14202899,2016-08-02,writer,4,4,1,1,51.75,54.365281012575,0,all male,3719,0088915,1985,A Chorus Line,3
12091,A Christmas Story,1983,104308,7.23,2.627,19294144,2016-08-02,actsin,18,15,0.833333333333333,0.792451492061482,29.7777777777778,33.6300766471937,3,mixed,5473,0085334,1983,A Christmas Story,1
12091,A Christmas Story,1983,104308,7.23,2.627,19294144,2016-08-02,director,1,1,1,1,44,44,0,all male,5473,0085334,1983,A Christmas Story,1
12091,A Christmas Story,1983,104308,7.23,2.627,19294144,2016-08-02,writer,4,3,0.75,1,53,62,1,mixed,5473,0085334,1983,A Christmas Story,1
12158,A Cinderella Story,2004,61138,6.32,2.4,51438175,2016-08-02,actsin,38,17,0.447368421052632,0.328258942067168,28.5526315789474,28.9581050950191,21,mixed,1740,0356470,2004,A Cinderella Story,3
12158,A Cinderella Story,2004,61138,6.32,2.4,51438175,2016-08-02,director,1,1,1,1,45,45,0,all male,1740,0356470,2004,A Cinderella Story,3
12284,A Clockwork Orange,1971,544982,7.38,2.563,26589355,1973-12-31,actsin,54,38,0.703703703703704,0.894459361224862,48.3518518518519,40.9971758885975,16,mixed,1039,0066921,1971,A Clockwork Orange,1
12284,A Clockwork Orange,1971,544982,7.38,2.563,26589355,1973-12-31,director,1,1,1,1,43,43,0,all male,1039,0066921,1971,A Clockwork Orange,1
12284,A Clockwork Orange,1971,544982,7.38,2.563,26589355,1973-12-31,writer,2,2,1,1,48.5,47.8674266742689,0,all male,1039,0066921,1971,A Clockwork Orange,1
13125,A Dangerous Method,2011,79272,6.05,2.121,5702083,2012-04-29,actsin,22,13,0.590909090909091,0.583688817006924,39.0909090909091,39.2162990576852,9,mixed,3491,1571222,2011,A Dangerous Method,3
13125,A Dangerous Method,2011,79272,6.05,2.121,5702083,2012-04-29,director,1,1,1,1,68,68,0,all male,3491,1571222,2011,A Dangerous Method,3
